Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release,Drug_SMILES,Polymer_SMILES
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,0.0,0.09,0.19,0.35,0.0,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,0.26,0.09,0.19,0.35,0.07,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,1.06,0.09,0.19,0.35,0.4,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,2.09,0.09,0.19,0.35,0.57,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,3.11,0.09,0.19,0.35,0.69,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,4.13,0.09,0.19,0.35,0.76,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,5.08,0.09,0.19,0.35,0.82,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,6.1,0.09,0.19,0.35,0.84,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,7.17,0.09,0.19,0.35,0.85,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,8.12,0.09,0.19,0.35,0.86,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,9.13,0.09,0.19,0.35,0.9,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,10.14,0.09,0.19,0.35,0.9,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,11.09,0.09,0.19,0.35,0.9,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,12.16,0.09,0.19,0.35,0.93,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,13.11,0.09,0.19,0.35,0.93,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,14.12,0.09,0.19,0.35,0.94,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,15.19,0.09,0.19,0.35,0.94,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,16.14,0.09,0.19,0.35,0.95,,
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,17.34,0.09,0.19,0.35,0.97,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,0.0,0.27,0.34,0.45,0.0,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,0.19,0.27,0.34,0.45,0.49,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,2.08,0.27,0.34,0.45,0.59,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,3.1,0.27,0.34,0.45,0.65,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,4.05,0.27,0.34,0.45,0.67,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,5.13,0.27,0.34,0.45,0.7,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,6.14,0.27,0.34,0.45,0.72,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,7.09,0.27,0.34,0.45,0.73,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,8.1,0.27,0.34,0.45,0.77,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,9.12,0.27,0.34,0.45,0.78,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,10.06,0.27,0.34,0.45,0.8,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,11.07,0.27,0.34,0.45,0.83,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,12.15,0.27,0.34,0.45,0.83,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,13.1,0.27,0.34,0.45,0.86,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,14.11,0.27,0.34,0.45,0.87,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,15.24,0.27,0.34,0.45,0.88,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,16.19,0.27,0.34,0.45,0.93,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,17.33,0.27,0.34,0.45,0.97,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,18.1,0.27,0.34,0.45,1.0,,
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,19.23,0.27,0.34,0.45,1.0,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,0.0,0.07,0.12,0.22,0.0,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,0.33,0.07,0.12,0.22,0.08,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,1.04,0.07,0.12,0.22,0.27,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,7.08,0.07,0.12,0.22,0.61,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,8.09,0.07,0.12,0.22,0.63,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,9.04,0.07,0.12,0.22,0.67,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,10.11,0.07,0.12,0.22,0.69,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,12.08,0.07,0.12,0.22,0.74,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,16.12,0.07,0.12,0.22,0.82,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,17.26,0.07,0.12,0.22,0.85,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,18.15,0.07,0.12,0.22,0.88,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,19.23,0.07,0.12,0.22,0.93,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,20.11,0.07,0.12,0.22,0.97,,
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,21.13,0.07,0.12,0.22,1.0,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,0.0,0.09,0.16,0.28,0.0,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,0.2,0.09,0.16,0.28,0.05,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,0.33,0.09,0.16,0.28,0.14,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,1.11,0.09,0.16,0.28,0.3,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,2.07,0.09,0.16,0.28,0.44,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,3.15,0.09,0.16,0.28,0.51,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,4.11,0.09,0.16,0.28,0.56,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,4.99,0.09,0.16,0.28,0.58,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,6.07,0.09,0.16,0.28,0.62,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,7.08,0.09,0.16,0.28,0.63,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,8.09,0.09,0.16,0.28,0.65,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,9.04,0.09,0.16,0.28,0.7,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,10.12,0.09,0.16,0.28,0.72,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,11.07,0.09,0.16,0.28,0.76,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,12.08,0.09,0.16,0.28,0.76,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,13.09,0.09,0.16,0.28,0.79,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,14.17,0.09,0.16,0.28,0.81,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,15.18,0.09,0.16,0.28,0.82,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,16.06,0.09,0.16,0.28,0.85,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,17.27,0.09,0.16,0.28,0.89,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,18.09,0.09,0.16,0.28,0.91,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,19.17,0.09,0.16,0.28,0.96,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,20.05,0.09,0.16,0.28,1.0,,
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,21.06,0.09,0.16,0.28,1.01,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,0.0,0.07,0.13,0.22,0.0,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,0.13,0.07,0.13,0.22,0.03,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,0.26,0.07,0.13,0.22,0.07,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,0.39,0.07,0.13,0.22,0.1,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,1.17,0.07,0.13,0.22,0.24,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,2.13,0.07,0.13,0.22,0.37,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,3.14,0.07,0.13,0.22,0.43,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,3.97,0.07,0.13,0.22,0.46,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,5.04,0.07,0.13,0.22,0.5,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,6.12,0.07,0.13,0.22,0.55,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,7.13,0.07,0.13,0.22,0.54,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,8.02,0.07,0.13,0.22,0.57,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,9.16,0.07,0.13,0.22,0.63,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,10.05,0.07,0.13,0.22,0.66,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,11.06,0.07,0.13,0.22,0.69,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,12.14,0.07,0.13,0.22,0.73,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,13.02,0.07,0.13,0.22,0.75,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,14.16,0.07,0.13,0.22,0.78,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,15.17,0.07,0.13,0.22,0.8,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,16.12,0.07,0.13,0.22,0.83,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,17.26,0.07,0.13,0.22,0.87,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,18.15,0.07,0.13,0.22,0.9,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,19.23,0.07,0.13,0.22,0.95,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,20.18,0.07,0.13,0.22,0.98,,
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,21.13,0.07,0.13,0.22,1.0,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,0.0,0.11,0.19,0.33,0.0,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,0.07,0.11,0.19,0.33,0.05,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,0.4,0.11,0.19,0.33,0.16,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,0.99,0.11,0.19,0.33,0.33,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,2.08,0.11,0.19,0.33,0.51,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,3.04,0.11,0.19,0.33,0.6,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,4.12,0.11,0.19,0.33,0.65,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,5.13,0.11,0.19,0.33,0.69,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,6.14,0.11,0.19,0.33,0.72,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,7.09,0.11,0.19,0.33,0.74,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,8.04,0.11,0.19,0.33,0.75,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,9.12,0.11,0.19,0.33,0.79,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,10.13,0.11,0.19,0.33,0.8,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,11.08,0.11,0.19,0.33,0.82,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,12.15,0.11,0.19,0.33,0.83,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,13.1,0.11,0.19,0.33,0.85,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,14.11,0.11,0.19,0.33,0.87,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,15.18,0.11,0.19,0.33,0.89,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,16.13,0.11,0.19,0.33,0.9,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,17.33,0.11,0.19,0.33,0.94,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,18.16,0.11,0.19,0.33,0.97,,
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,19.17,0.11,0.19,0.33,1.0,,
19,ACE-PVL-co-PAVL,0.0,15000.0,0.18,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,0.0,0.2,0.38,0.66,0.0,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
19,ACE-PVL-co-PAVL,0.0,15000.0,0.18,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,0.24,0.2,0.38,0.66,0.1,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
19,ACE-PVL-co-PAVL,0.0,15000.0,0.18,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,0.31,0.2,0.38,0.66,0.31,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
19,ACE-PVL-co-PAVL,0.0,15000.0,0.18,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,0.55,0.2,0.38,0.66,0.42,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
19,ACE-PVL-co-PAVL,0.0,15000.0,0.18,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,1.45,0.2,0.38,0.66,0.81,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
19,ACE-PVL-co-PAVL,0.0,15000.0,0.18,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,2.21,0.2,0.38,0.66,0.92,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
19,ACE-PVL-co-PAVL,0.0,15000.0,0.18,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,3.26,0.2,0.38,0.66,0.94,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
19,ACE-PVL-co-PAVL,0.0,15000.0,0.18,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,6.18,0.2,0.38,0.66,0.95,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
19,ACE-PVL-co-PAVL,0.0,15000.0,0.18,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,7.17,0.2,0.38,0.66,0.95,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
26,ACE-PVL-co-PAVL,0.0,39000.0,0.07,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,0.0,0.14,0.3,0.57,0.0,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
26,ACE-PVL-co-PAVL,0.0,39000.0,0.07,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,0.19,0.14,0.3,0.57,0.05,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
26,ACE-PVL-co-PAVL,0.0,39000.0,0.07,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,0.46,0.14,0.3,0.57,0.28,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
26,ACE-PVL-co-PAVL,0.0,39000.0,0.07,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,0.6,0.14,0.3,0.57,0.37,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
26,ACE-PVL-co-PAVL,0.0,39000.0,0.07,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,1.44,0.14,0.3,0.57,0.76,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
26,ACE-PVL-co-PAVL,0.0,39000.0,0.07,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,2.25,0.14,0.3,0.57,0.88,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
26,ACE-PVL-co-PAVL,0.0,39000.0,0.07,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,3.36,0.14,0.3,0.57,0.91,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
26,ACE-PVL-co-PAVL,0.0,39000.0,0.07,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,5.14,0.14,0.3,0.57,0.95,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
26,ACE-PVL-co-PAVL,0.0,39000.0,0.07,170.0,9.46,1.0,0.1,2.48,0.5,151.17,49.33,3.0,1.35,6.0,0.14,0.3,0.57,0.97,CC(C)NC[C@H](COC(=O)CCc1ccc(c(c1)OC(=O)C)C)O,O=C1CCCCO1.O=C1CC(CC=C)CCO1
