Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release,Drug_SMILES,Polymer_SMILES
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,4.34,0.0,0.0,0.01,0.02,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,7.13,0.0,0.0,0.01,0.05,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,8.26,0.0,0.0,0.01,0.06,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,9.21,0.0,0.0,0.01,0.07,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,10.09,0.0,0.0,0.01,0.1,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,10.35,0.0,0.0,0.01,0.11,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,11.05,0.0,0.0,0.01,0.13,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,11.4,0.0,0.0,0.01,0.15,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,14.01,0.0,0.0,0.01,0.2,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,14.27,0.0,0.0,0.01,0.21,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,15.15,0.0,0.0,0.01,0.24,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,15.32,0.0,0.0,0.01,0.26,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,16.02,0.0,0.0,0.01,0.29,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,16.37,0.0,0.0,0.01,0.31,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,16.99,0.0,0.0,0.01,0.34,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,17.42,0.0,0.0,0.01,0.37,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,18.04,0.0,0.0,0.01,0.41,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,18.39,0.0,0.0,0.01,0.44,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,21.2,0.0,0.0,0.01,0.61,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,21.47,0.0,0.0,0.01,0.65,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,22.08,0.0,0.0,0.01,0.68,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,22.52,0.0,0.0,0.01,0.72,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,23.22,0.0,0.0,0.01,0.76,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,23.49,0.0,0.0,0.01,0.78,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,24.19,0.0,0.0,0.01,0.83,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,24.45,0.0,0.0,0.01,0.86,,C[C@@H](O)C(=O)OCC(=O)O
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,25.16,0.0,0.0,0.01,0.91,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,0.0,0.03,0.06,0.11,0.0,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,0.09,0.03,0.06,0.11,0.0,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,0.35,0.03,0.06,0.11,0.04,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,0.96,0.03,0.06,0.11,0.12,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,1.23,0.03,0.06,0.11,0.13,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,2.19,0.03,0.06,0.11,0.18,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,2.88,0.03,0.06,0.11,0.2,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,3.4,0.03,0.06,0.11,0.21,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,4.01,0.03,0.06,0.11,0.24,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,4.28,0.03,0.06,0.11,0.25,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,7.06,0.03,0.06,0.11,0.35,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,7.41,0.03,0.06,0.11,0.37,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,7.93,0.03,0.06,0.11,0.38,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,8.28,0.03,0.06,0.11,0.38,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,9.06,0.03,0.06,0.11,0.41,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,9.85,0.03,0.06,0.11,0.42,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,10.28,0.03,0.06,0.11,0.44,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,10.72,0.03,0.06,0.11,0.45,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,11.24,0.03,0.06,0.11,0.46,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,11.67,0.03,0.06,0.11,0.48,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,13.94,0.03,0.06,0.11,0.56,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,14.46,0.03,0.06,0.11,0.58,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,14.9,0.03,0.06,0.11,0.63,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,16.03,0.03,0.06,0.11,0.69,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,16.47,0.03,0.06,0.11,0.72,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,17.08,0.03,0.06,0.11,0.78,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,17.6,0.03,0.06,0.11,0.8,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,18.04,0.03,0.06,0.11,0.86,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,18.48,0.03,0.06,0.11,0.9,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,21.44,0.03,0.06,0.11,0.99,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,22.4,0.03,0.06,0.11,1.0,,C[C@@H](O)C(=O)OCC(=O)O
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,23.0,0.03,0.06,0.11,1.01,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,0.0,0.25,0.31,0.5,0.0,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,0.02,0.25,0.31,0.5,0.11,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,0.12,0.25,0.31,0.5,0.17,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,0.22,0.25,0.31,0.5,0.24,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,0.31,0.25,0.31,0.5,0.26,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,0.4,0.25,0.31,0.5,0.28,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,1.04,0.25,0.31,0.5,0.5,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,1.31,0.25,0.31,0.5,0.53,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,1.4,0.25,0.31,0.5,0.55,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,2.1,0.25,0.31,0.5,0.58,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,3.13,0.25,0.31,0.5,0.52,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,3.3,0.25,0.31,0.5,0.52,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,4.35,0.25,0.31,0.5,0.53,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,7.13,0.25,0.31,0.5,0.55,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,7.47,0.25,0.31,0.5,0.55,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,7.99,0.25,0.31,0.5,0.54,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,8.34,0.25,0.31,0.5,0.55,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,9.04,0.25,0.31,0.5,0.55,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,9.3,0.25,0.31,0.5,0.55,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,10.17,0.25,0.31,0.5,0.55,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,10.43,0.25,0.31,0.5,0.55,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,11.21,0.25,0.31,0.5,0.56,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,11.56,0.25,0.31,0.5,0.57,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,14.08,0.25,0.31,0.5,0.6,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,14.25,0.25,0.31,0.5,0.61,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,15.21,0.25,0.31,0.5,0.62,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,15.39,0.25,0.31,0.5,0.63,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,16.17,0.25,0.31,0.5,0.64,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,16.35,0.25,0.31,0.5,0.65,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,17.13,0.25,0.31,0.5,0.67,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,17.39,0.25,0.31,0.5,0.68,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,18.09,0.25,0.31,0.5,0.7,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,18.35,0.25,0.31,0.5,0.7,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,21.07,0.25,0.31,0.5,0.85,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,21.5,0.25,0.31,0.5,0.86,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,22.21,0.25,0.31,0.5,0.9,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,23.51,0.25,0.31,0.5,0.93,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,24.12,0.25,0.31,0.5,0.95,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,24.65,0.25,0.31,0.5,0.96,,C[C@@H](O)C(=O)OCC(=O)O
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,25.26,0.25,0.31,0.5,0.98,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,0.0,0.05,0.13,0.28,0.0,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,0.74,0.05,0.13,0.28,0.11,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,1.0,0.05,0.13,0.28,0.28,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,1.69,0.05,0.13,0.28,0.54,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,2.75,0.05,0.13,0.28,0.63,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,3.35,0.05,0.13,0.28,0.7,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,4.43,0.05,0.13,0.28,0.73,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,7.2,0.05,0.13,0.28,0.8,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,7.96,0.05,0.13,0.28,0.85,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,11.04,0.05,0.13,0.28,0.95,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,13.67,0.05,0.13,0.28,0.99,,C[C@@H](O)C(=O)OCC(=O)O
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,21.27,0.05,0.13,0.28,0.99,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,0.0,0.0,0.02,0.05,0.0,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,0.62,0.0,0.02,0.05,0.01,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,1.22,0.0,0.02,0.05,0.06,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,1.67,0.0,0.02,0.05,0.13,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,2.43,0.0,0.02,0.05,0.18,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,3.5,0.0,0.02,0.05,0.23,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,4.11,0.0,0.02,0.05,0.26,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,7.61,0.0,0.02,0.05,0.48,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,8.19,0.0,0.02,0.05,0.61,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,8.77,0.0,0.02,0.05,0.76,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,10.43,0.0,0.02,0.05,0.91,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,11.35,0.0,0.02,0.05,0.95,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,15.99,0.0,0.02,0.05,0.99,,C[C@@H](O)C(=O)OCC(=O)O
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,27.64,0.0,0.02,0.05,1.0,,C[C@@H](O)C(=O)OCC(=O)O
44,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.11,0.07,20.27,0.0,254.25,102.28,8.0,-2.21,0.0,0.01,0.03,0.06,0.0,,C[C@@H](O)C(=O)OCC(=O)O
44,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.11,0.07,20.27,0.0,254.25,102.28,8.0,-2.21,0.61,0.01,0.03,0.06,0.02,,C[C@@H](O)C(=O)OCC(=O)O
