Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release,LA_GA_Ratio,Normalized_MW,Drug_Polymer_MW_Ratio
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,10.7159,0.02749098098746321,0.05782759053383508,0.113809015588204,0.447138,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,11.238,0.02749098098746321,0.05782759053383508,0.113809015588204,0.461729,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,11.6733,0.02749098098746321,0.05782759053383508,0.113809015588204,0.4762960000000001,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,13.9378,0.02749098098746321,0.05782759053383508,0.113809015588204,0.563592,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,14.4602,0.02749098098746321,0.05782759053383508,0.113809015588204,0.581794,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,14.8987,0.02749098098746321,0.05782759053383508,0.113809015588204,0.632462,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,16.0325,0.02749098098746321,0.05782759053383508,0.113809015588204,0.694161,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,16.4687,0.02749098098746321,0.05782759053383508,0.113809015588204,0.7195579999999999,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,17.0814,0.02749098098746321,0.05782759053383508,0.113809015588204,0.777496,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,17.6041,0.02749098098746321,0.05782759053383508,0.113809015588204,0.799308,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,18.0435,0.02749098098746321,0.05782759053383508,0.113809015588204,0.8608069999999999,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,18.4813,0.02749098098746321,0.05782759053383508,0.113809015588204,0.904255,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,21.4403,0.02749098098746321,0.05782759053383508,0.113809015588204,0.9917520000000001,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,22.3958,0.02749098098746321,0.05782759053383508,0.113809015588204,0.999248,1.0,10.736418414365376,0.008531891304347831
113,DEX-PLGA,1.0,46000,0.0,262.0,12.42,0.5089042194769774,0.288,115.3846153846154,0.0,392.4670000000002,94.83000000000001,6,1.8957,23.004,0.02749098098746321,0.05782759053383508,0.113809015588204,1.00664,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,0.0,0.2526908781452337,0.31,0.5,0.0,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,0.0187355,0.2526908781452337,0.31,0.5,0.107916,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,0.115535,0.2526908781452337,0.31,0.5,0.165484,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,0.215458,0.2526908781452337,0.31,0.5,0.241038,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,0.305388,0.2526908781452337,0.31,0.5,0.259037,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,0.395943,0.2526908781452337,0.31,0.5,0.280633,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,1.04232,0.2526908781452337,0.31,0.5,0.503747,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,1.30774,0.2526908781452337,0.31,0.5,0.532562,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,1.39829,0.2526908781452337,0.31,0.5,0.5541579999999999,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,2.09775,0.2526908781452337,0.31,0.5,0.583036,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,3.12883,0.2526908781452337,0.31,0.5,0.522033,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,3.30244,0.2526908781452337,0.31,0.5,0.522058,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,4.34601,0.2526908781452337,0.31,0.5,0.532999,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,7.1276,0.2526908781452337,0.31,0.5,0.554982,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,7.47421,0.2526908781452337,0.31,0.5,0.551435,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,7.99256,0.2526908781452337,0.31,0.5,0.537121,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,8.34166,0.2526908781452337,0.31,0.5,0.547963,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,9.03612,0.2526908781452337,0.31,0.5,0.548063,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,9.29655,0.2526908781452337,0.31,0.5,0.5481,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,10.1652,0.2526908781452337,0.31,0.5,0.551822,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,10.4257,0.2526908781452337,0.31,0.5,0.55186,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,11.2088,0.2526908781452337,0.31,0.5,0.562764,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,11.5567,0.2526908781452337,0.31,0.5,0.566411,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,14.0797,0.2526908781452337,0.31,0.5,0.599148,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,14.2546,0.2526908781452337,0.31,0.5,0.606368,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,15.2126,0.2526908781452337,0.31,0.5,0.624491,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,15.3868,0.2526908781452337,0.31,0.5,0.628113,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,16.1706,0.2526908781452337,0.31,0.5,0.6426139999999999,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,16.3455,0.2526908781452337,0.31,0.5,0.649834,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,17.1305,0.2526908781452337,0.31,0.5,0.6715300000000001,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,17.3915,0.2526908781452337,0.31,0.5,0.6751640000000001,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,18.0897,0.2526908781452337,0.31,0.5,0.6968470000000001,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,18.3514,0.2526908781452337,0.31,0.5,0.704079,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,21.0674,0.2526908781452337,0.31,0.5,0.848355,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,21.504,0.2526908781452337,0.31,0.5,0.8628060000000001,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,22.2053,0.2526908781452337,0.31,0.5,0.9024760000000001,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,23.5118,0.2526908781452337,0.31,0.5,0.927843,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,24.1232,0.2526908781452337,0.31,0.5,0.9495140000000001,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,24.6465,0.2526908781452337,0.31,0.5,0.963978,1.0,10.736418414365376,0.008531891304347831
114,DEX-PLGA,1.0,46000,0.0,262.0,12.42,1.718876457986194,0.619,98.36065573770492,0.0,392.4670000000002,94.83000000000001,6,1.8957,25.2567,0.2526908781452337,0.31,0.5,0.9784539999999999,1.0,10.736418414365376,0.008531891304347831
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,0.0,0.04662019540695465,0.129620752843136,0.2806854375765694,0.0,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,0.74284986048508,0.04662019540695465,0.129620752843136,0.2806854375765694,0.105870358446018,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,0.999745116977898,0.04662019540695465,0.129620752843136,0.2806854375765694,0.278667632539171,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,1.6943013522215,0.04662019540695465,0.129620752843136,0.2806854375765694,0.542196555054733,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,2.75441350075123,0.04662019540695465,0.129620752843136,0.2806854375765694,0.62863543678901,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,3.35473009229448,0.04662019540695465,0.129620752843136,0.2806854375765694,0.695616012019746,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,4.42959862631466,0.04662019540695465,0.129620752843136,0.2806854375765694,0.73453933247478,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,7.20446984331402,0.04662019540695465,0.129620752843136,0.2806854375765694,0.799454013736853,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,7.96475906846963,0.04662019540695465,0.129620752843136,0.2806854375765694,0.85132270873578,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,11.038782464048,0.04662019540695465,0.129620752843136,0.2806854375765694,0.95296737497317,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,13.6670959433354,0.04662019540695465,0.129620752843136,0.2806854375765694,0.98979797166774,1.0,10.736418414365376,0.005527086956521739
42,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.2266666666666667,0.048,95.23809523809524,0.0,254.246,102.28,8,-2.213099999999999,21.2743480360592,0.04662019540695465,0.129620752843136,0.2806854375765694,0.994446233097231,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,0.0,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.0,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,0.617085211418768,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.0108325284395793,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,1.22142627173212,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.0648543142305215,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,1.66579469843314,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.133987980253273,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,2.42809615797381,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.179377280532303,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,3.49961096801889,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.229099592187164,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,4.11200096587251,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.257203799098519,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,7.61295342348144,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.484136885597767,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,8.19381841596909,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.613751609787508,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,8.76797596050655,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.764964316376905,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,10.4324291693496,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.905424983902125,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,11.3493373041425,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.95298078986907,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,15.9949157544537,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.994218179866924,1.0,10.736418414365376,0.005527086956521739
43,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.1498800959232614,0.058,53.09734513274336,0.0,254.246,102.28,8,-2.213099999999999,27.6393807684052,0.004823775869329801,0.02001819029311886,0.05489144782920308,0.999040834943121,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,0.0,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.0,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,0.614402232238688,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.0194717213994419,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,1.06614885168491,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.0648476067825714,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,1.97903251770766,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.125362202189311,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,3.97952886885597,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.183763951491736,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,7.34264327108822,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.354535576303927,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,8.3947064820777,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.466892036917793,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,9.1348733633827,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.58355467911569,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,10.182912105602,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.708869929169349,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,11.4036676325391,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.778037132431852,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,16.6260866065679,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.96184803605924,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,21.1244365743721,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.977161139729556,1.0,10.736418414365376,0.005527086956521739
44,DPP-PLGA,1.0,46000,0.0,156.0,13.91,0.110989010989011,0.067,20.27027027027027,0.0,254.246,102.28,8,-2.213099999999999,28.1072252629319,0.00946321298623906,0.02764394774936285,0.06125596029727178,0.992581562567074,1.0,10.736418414365376,0.005527086956521739
15,ETC-PCL,0.0,10000,0.0,136.5,19.69,0.03333333333333333,0.02714271816324546,369.0036900369003,0.0,358.8500000000001,59.92,6,4.175920000000004,0.0,0.05911275088068169,0.1179604328619168,0.2213311824214585,0.0,0.0,9.210440366976517,0.03588500000000001
15,ETC-PCL,0.0,10000,0.0,136.5,19.69,0.03333333333333333,0.02714271816324546,369.0036900369003,0.0,358.8500000000001,59.92,6,4.175920000000004,0.0881427072402942,0.05911275088068169,0.1179604328619168,0.2213311824214585,0.0054564533053516,0.0,9.210440366976517,0.03588500000000001
15,ETC-PCL,0.0,10000,0.0,136.5,19.69,0.03333333333333333,0.02714271816324546,369.0036900369003,0.0,358.8500000000001,59.92,6,4.175920000000004,0.997659213818709,0.05911275088068169,0.1179604328619168,0.2213311824214585,0.24307853741222,0.0,9.210440366976517,0.03588500000000001
15,ETC-PCL,0.0,10000,0.0,136.5,19.69,0.03333333333333333,0.02714271816324546,369.0036900369003,0.0,358.8500000000001,59.92,6,4.175920000000004,2.05125514569375,0.05911275088068169,0.1179604328619168,0.2213311824214585,0.355004439422068,0.0,9.210440366976517,0.03588500000000001
15,ETC-PCL,0.0,10000,0.0,136.5,19.69,0.03333333333333333,0.02714271816324546,369.0036900369003,0.0,358.8500000000001,59.92,6,4.175920000000004,2.97336346759221,0.05911275088068169,0.1179604328619168,0.2213311824214585,0.45054887400113,0.0,9.210440366976517,0.03588500000000001
15,ETC-PCL,0.0,10000,0.0,136.5,19.69,0.03333333333333333,0.02714271816324546,369.0036900369003,0.0,358.8500000000001,59.92,6,4.175920000000004,3.94583905077084,0.05911275088068169,0.1179604328619168,0.2213311824214585,0.477782710468964,0.0,9.210440366976517,0.03588500000000001
15,ETC-PCL,0.0,10000,0.0,136.5,19.69,0.03333333333333333,0.02714271816324546,369.0036900369003,0.0,358.8500000000001,59.92,6,4.175920000000004,5.05125514569375,0.05911275088068169,0.1179604328619168,0.2213311824214585,0.505004439422068,0.0,9.210440366976517,0.03588500000000001
15,ETC-PCL,0.0,10000,0.0,136.5,19.69,0.03333333333333333,0.02714271816324546,369.0036900369003,0.0,358.8500000000001,59.92,6,4.175920000000004,5.97990152554685,0.05911275088068169,0.1179604328619168,0.2213311824214585,0.526777786746307,0.0,9.210440366976517,0.03588500000000001
15,ETC-PCL,0.0,10000,0.0,136.5,19.69,0.03333333333333333,0.02714271816324546,369.0036900369003,0.0,358.8500000000001,59.92,6,4.175920000000004,6.99862781499717,0.05911275088068169,0.1179604328619168,0.2213311824214585,0.532149487448543,0.0,9.210440366976517,0.03588500000000001
