Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release,LA_GA_Ratio,Normalized_MW,Drug_Polymer_MW_Ratio
80,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.347,76.72634271099744,0.0,130.078,65.72,5,-0.7977000000000001,13.1078,0.09124830860726449,0.1861606216970295,0.3509320604004543,0.9263420000000001,1.0,11.552155793461898,0.0012507500000000001
80,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.347,76.72634271099744,0.0,130.078,65.72,5,-0.7977000000000001,14.1179,0.09124830860726449,0.1861606216970295,0.3509320604004543,0.9350400000000001,1.0,11.552155793461898,0.0012507500000000001
80,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.347,76.72634271099744,0.0,130.078,65.72,5,-0.7977000000000001,15.1911,0.09124830860726449,0.1861606216970295,0.3509320604004543,0.943763,1.0,11.552155793461898,0.0012507500000000001
80,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.347,76.72634271099744,0.0,130.078,65.72,5,-0.7977000000000001,16.1381,0.09124830860726449,0.1861606216970295,0.3509320604004543,0.9524360000000001,1.0,11.552155793461898,0.0012507500000000001
80,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.347,76.72634271099744,0.0,130.078,65.72,5,-0.7977000000000001,17.338,0.09124830860726449,0.1861606216970295,0.3509320604004543,0.9653579999999999,1.0,11.552155793461898,0.0012507500000000001
81,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.319,92.16589861751153,0.0,130.078,65.72,5,-0.7977000000000001,0.0,0.2734906589117269,0.3378349576563557,0.4498697646861299,0.0,1.0,11.552155793461898,0.0012507500000000001
81,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.319,92.16589861751153,0.0,130.078,65.72,5,-0.7977000000000001,0.194432,0.2734906589117269,0.3378349576563557,0.4498697646861299,0.490448,1.0,11.552155793461898,0.0012507500000000001
81,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.319,92.16589861751153,0.0,130.078,65.72,5,-0.7977000000000001,2.07988,0.2734906589117269,0.3378349576563557,0.4498697646861299,0.594587,1.0,11.552155793461898,0.0012507500000000001
81,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.319,92.16589861751153,0.0,130.078,65.72,5,-0.7977000000000001,3.10202,0.2734906589117269,0.3378349576563557,0.4498697646861299,0.6489050000000001,1.0,11.552155793461898,0.0012507500000000001
81,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.319,92.16589861751153,0.0,130.078,65.72,5,-0.7977000000000001,4.05482,0.2734906589117269,0.3378349576563557,0.4498697646861299,0.674226,1.0,11.552155793461898,0.0012507500000000001
81,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.319,92.16589861751153,0.0,130.078,65.72,5,-0.7977000000000001,5.13008,0.2734906589117269,0.3378349576563557,0.4498697646861299,0.703672,1.0,11.552155793461898,0.0012507500000000001
81,5-FU-PLGA,1.0,104000,0.0,282.5,7.76,0.8,0.319,92.16589861751153,0.0,130.078,65.72,5,-0.7977000000000001,6.14281,0.2734906589117269,0.3378349576563557,0.4498697646861299,0.7206440000000001,1.0,11.552155793461898,0.0012507500000000001
